Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock FL,Shock RR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts),
19.000,2066,77.2,179.8,7.8,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.100,2066,77.2,179.8,7.7,10.40,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.200,2066,77.2,179.8,7.7,10.50,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.300,0,77.2,179.8,7.5,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.400,0,77.2,179.8,7.7,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.500,0,77.2,179.8,7.7,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.600,0,77.2,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.700,0,77.2,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.800,0,77.2,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
19.900,0,78.8,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.90,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
20.000,0,79.0,179.8,7.7,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
20.100,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
20.200,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
20.300,0,79.0,179.8,7.7,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.84,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
20.400,0,79.0,179.8,7.5,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.84,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
20.500,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.98,0.01,0.01,4.93,1.75,2.19,
20.600,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
20.700,0,79.0,179.8,7.7,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.98,0.01,0.01,4.93,1.75,2.19,
20.800,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.98,0.01,0.01,4.93,1.75,2.19,
20.900,0,79.0,179.8,7.7,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
21.000,0,79.0,179.8,7.4,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
21.100,0,79.0,179.8,7.7,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.90,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
21.200,0,79.0,179.8,7.8,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.82,1.70,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.74,2.19,
21.300,0,79.0,179.8,7.7,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
21.400,0,79.0,179.8,7.3,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.92,1.75,2.19,
21.501,0,79.0,179.8,7.8,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.90,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
21.600,0,79.0,179.8,7.5,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.98,0.01,0.01,4.93,1.75,2.19,
21.700,0,79.0,179.8,7.5,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
21.800,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.84,3.14,0.01,0.01,4.81,1.70,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
21.900,0,79.0,180.0,7.5,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
22.000,0,79.0,181.4,7.3,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
22.100,0,79.0,179.8,7.3,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.81,1.69,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.74,2.19,
22.200,0,79.0,179.8,7.4,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.90,3.14,0.01,0.01,4.81,1.70,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
22.300,0,79.0,179.8,7.4,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.84,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
22.400,0,79.0,180.0,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
22.500,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.84,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
22.600,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
22.700,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
22.800,0,79.0,179.8,7.7,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
22.900,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.92,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
23.000,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
23.100,0,79.0,179.8,7.3,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.92,1.75,2.19,
23.200,0,79.0,180.0,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
23.300,0,79.0,179.8,7.5,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.90,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
23.400,0,79.0,179.8,7.5,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.98,0.01,0.01,4.93,1.75,2.19,
23.500,0,79.0,181.4,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
23.600,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.20,
23.700,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
23.800,0,79.0,180.0,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
23.900,0,79.0,179.8,7.3,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
24.000,0,79.0,179.8,7.4,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.92,1.75,2.19,
24.100,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
24.200,0,79.0,179.8,7.4,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
24.300,0,79.0,179.8,7.5,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
24.400,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
24.500,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
24.600,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
24.700,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
24.800,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.88,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.98,0.01,0.01,4.93,1.75,2.19,
24.900,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
25.000,0,79.0,179.8,6.9,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.15,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
25.100,0,79.0,179.8,7.3,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
25.200,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.15,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
25.300,0,79.0,179.8,7.6,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.90,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.75,2.19,
25.400,0,79.0,179.8,7.2,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.20,
25.500,0,79.0,179.8,6.9,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
25.600,0,79.0,179.8,7.1,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
25.700,0,79.0,179.8,7.3,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
25.800,0,79.0,179.8,7.1,11.20,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
25.900,0,79.0,179.8,7.0,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.76,2.19,
26.000,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
26.100,0,79.0,179.8,7.3,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
26.200,0,79.0,179.8,7.6,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.90,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.54,3.99,0.01,0.01,4.93,1.76,2.19,
26.300,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
26.400,0,79.0,179.8,7.6,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.76,2.19,
26.500,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
26.600,0,79.0,179.8,7.1,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.72,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.76,2.19,
26.700,0,79.0,179.8,7.5,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
26.800,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
26.900,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
27.000,0,79.0,179.8,7.1,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.15,0.01,0.01,4.81,1.72,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.76,2.19,
27.100,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,2.93,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.72,0.01,0.01,4.92,1.75,2.19,
27.200,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
27.300,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
27.400,0,79.0,179.8,7.2,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
27.500,0,79.0,179.8,7.4,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.82,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
27.600,0,79.0,179.8,7.8,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
27.700,0,79.0,179.8,7.3,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
27.800,0,79.0,179.8,7.6,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
27.900,0,79.0,179.8,7.8,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
28.000,0,79.0,179.8,7.6,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
28.100,0,79.0,179.8,7.7,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
28.200,0,79.0,179.8,7.8,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
28.300,0,79.0,179.8,7.4,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.92,1.75,2.19,
28.400,0,79.0,179.8,7.6,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.75,2.19,
28.500,0,79.0,179.8,8.0,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.82,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.99,0.01,0.01,4.93,1.76,2.19,
28.600,0,79.0,179.8,7.7,11.10,530.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,0.80,3.14,0.01,0.01,4.81,1.71,2.14,0.0,0.0,0.1,0.0,0.00,-1.00,0.01,0.53,3.98,0.01,0.01,4.93,1.75,2.19,
