Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock FL,Shock RR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts)
21.699,9611,86.2,183.4,78.9,10.3,530,100,100,100,0,0,1,0,0,0,0,0,70.52,0.01,0.01,0.01,0.01,0.86,0.04,0,0,0,0,0.68,-0.32,0.01,3.32,0.01,0.01,0.01,0.01,0.88,0.04
21.799,9694,86.2,183.4,79.5,10.3,530,100,100,100,0,0,1,0,0,0,0,0,67.2,0.01,0.01,0.01,0.01,0.64,0.04,0,0,0,0,0.68,-0.32,0.01,3.19,0.01,0.01,0.01,0.01,0.66,0.04
21.899,9938,86.2,183.4,78.9,10.3,530,100,100,100,0,0,1,0,0,0,0,0,62.45,0.01,0.01,0.01,0.01,0.73,0.04,0,0,0,0,0.68,-0.32,0.01,3,0.01,0.01,0.01,0.01,0.75,0.04
21.999,9960,86.2,183.4,79.7,10.4,530,100,100,100,0,0,1,0,0,0,0,0,63.77,0.01,0.01,0.01,0.01,0.89,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,0.01,0.01,0.01,0.01,0.91,0.04
22.1,10040,86.2,183.4,79,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.42,0.01,0.01,0.01,0.01,0.84,0.04,0,0,0,0,0.68,-0.32,0.01,3.12,0.01,0.01,0.01,0.01,0.86,0.04
22.199,9986,86.2,183.4,78.1,10.3,530,100,100,100,0,0,1,0,0,0,0,0,67.07,0.01,0.01,0.01,0.01,0.73,0.04,0,0,0,0,0.68,-0.32,0.01,3.18,0.01,0.01,0.01,0.01,0.75,0.04
22.299,9898,86.2,183.4,75.5,10.3,530,100,100,100,0,0,1,0,0,0,0,0,68.8,0.01,0.01,0.01,0.01,0.66,0.04,0,0,0,0,0.68,-0.32,0.01,3.25,0.01,0.01,0.01,0.01,0.68,0.04
22.399,9799,86.2,183.4,0,10.3,530,100,100,100,0,0,1,0,0,0,0,0,68.9,0.01,0.01,0.01,0.01,0.66,0.04,0,0,0,0,0.68,-0.32,0.01,3.26,0.01,0.01,0.01,0.01,0.68,0.04
22.5,9582,86.2,183.4,7.6,10.4,530,100,100,100,0,0,1,0,0,0,0,0,68.92,0.01,0.01,0.01,0.01,0.66,0.04,0,0,0,0,0.68,-0.32,0.01,3.26,0.01,0.01,0.01,0.01,0.67,0.04
22.599,8765,86.2,183.4,7.9,10.4,530,100,100,100,0,0,1,0,0,0,0,0,70.25,0.01,0.01,0.01,0.01,0.66,0.04,0,0,0,0,0.68,-0.32,0.01,3.31,0.01,0.01,0.01,0.01,0.67,0.04
22.699,8047,86.2,183.4,9.2,10.4,530,100,100,100,0,0,1,0,0,0,0,0,68.59,0.01,0.01,0.01,0.01,0.66,0.04,0,0,0,0,0.68,-0.32,0.01,3.24,0.01,0.01,0.01,0.01,0.68,0.04
22.8,7705,86.2,183.4,7.6,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.84,0.01,0.01,0.01,0.01,0.65,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,0.01,0.01,0.01,0.01,0.67,0.04
22.899,7482,86.2,183.4,1.3,10.5,530,100,100,100,0,0,1,0,0,0,0,0,62.65,0.01,0.01,0.01,0.01,0.69,0.04,0,0,0,0,0.68,-0.32,0.01,3.01,0.01,0.01,0.01,0.01,0.7,0.04
22.999,9109,86.2,183.4,75.2,10.5,530,100,100,100,0,0,1,0,0,0,0,0,67.7,0.01,0.01,0.01,0.01,0.71,0.04,0,0,0,0,0.68,-0.32,0.01,3.21,0.01,0.01,0.01,0.01,0.72,0.04
23.099,9821,86.2,183.4,83.7,10.4,530,100,100,100,0,0,1,0,0,0,0,0,68.07,0.01,0.01,0.01,0.01,0.89,0.04,0,0,0,0,0.68,-0.32,0.01,3.22,0.01,0.01,0.01,0.01,0.91,0.04
23.199,9694,86.2,183.4,85.4,10.3,530,100,100,100,0,0,1,0,0,0,0,0,67.52,0.01,0.01,0.01,0.01,1.03,0.04,0,0,0,0,0.68,-0.32,0.01,3.2,0.01,0.01,0.01,0.01,1.05,0.04
23.3,9907,86.2,183.4,84.6,10.3,530,100,100,100,0,0,1,0,0,0,0,0,64.3,0.01,0.01,0.01,0.01,1.05,0.04,0,0,0,0,0.68,-0.32,0.01,3.07,0.01,0.01,0.01,0.01,1.08,0.04
23.399,9916,86.2,183.4,89.1,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.47,0.01,0.01,0.01,0.01,1.32,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,0.01,0.01,0.01,0.01,1.35,0.04
23.5,9903,86.2,183.4,88.3,10.3,530,100,100,100,0,0,1,0,0,0,0,0,66.27,1.25,0.01,0.01,0.01,1.75,0.04,0,0,0,0,0.68,-0.32,0.01,3.15,1.58,0.01,0.01,0.01,1.79,0.04
23.599,9611,86.2,183.4,53.6,10.3,530,100,100,100,0,0,1,0,0,0,0,0,67.95,3.15,0.01,0.01,0.01,1.12,0.04,0,0,0,0,0.68,-0.32,0.01,3.22,4,0.01,0.01,0.01,1.15,0.04
23.699,9619,86.2,183.4,3.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,69.59,2.82,0.01,0.01,0.01,0.5,0.04,0,0,0,0,0.68,-0.32,0.01,3.28,3.58,0.01,0.01,0.01,0.51,0.04
23.799,9090,86.2,183.4,8.8,10.4,530,100,100,100,0,0,1,0,0,0,0,0,67,2.54,0.01,0.01,0.01,0.55,0.04,0,0,0,0,0.68,-0.32,0.01,3.18,3.22,0.01,0.01,0.01,0.57,0.04
23.899,8458,86.2,183.4,8.5,10.5,530,100,100,100,0,0,1,0,0,0,0,0,65.95,2.29,0.01,0.01,0.01,0.55,0.04,0,0,0,0,0.68,-0.32,0.01,3.14,2.9,0.01,0.01,0.01,0.57,0.04
23.999,8235,86.2,183.4,0,10.5,530,100,100,100,0,0,1,0,0,0,0,0,66.47,2.06,0.01,0.01,0.01,0.54,0.04,0,0,0,0,0.68,-0.32,0.01,3.16,2.62,0.01,0.01,0.01,0.56,0.04
24.099,8942,86.2,183.4,43.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,71.63,1.87,0.01,0.01,0.01,0.83,0.04,0,0,0,0,0.68,-0.32,0.01,3.37,2.37,0.01,0.01,0.01,0.85,0.04
24.199,9838,86.2,183.4,77.1,10.3,530,100,100,100,0,0,1,0,0,0,0,0,71.02,1.69,0.01,0.01,0.01,1.69,0.04,0,0,0,0,0.68,-0.32,0.01,3.34,2.14,0.01,0.01,0.01,1.73,0.04
24.299,9316,86.2,183.4,76.3,10.3,530,100,100,100,0,0,1,0,0,0,0,0,68.47,3.19,0.01,0.01,0.01,1.53,0.04,0,0,0,0,0.68,-0.32,0.01,3.24,4.05,0.01,0.01,0.01,1.56,0.04
24.399,9640,86.2,181.7,10.2,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.55,2.99,0.01,0.01,0.01,1.68,0.04,0,0,0,0,0.68,-0.32,0.01,3.12,3.79,0.01,0.01,0.01,1.72,0.04
24.499,9355,86.2,183.4,4.4,10.5,530,100,100,100,0,0,1,0,0,0,0,0,62.22,3.25,0.01,0.01,0.01,2.18,0.04,0,0,0,0,0.68,-0.32,0.01,2.99,4.13,0.01,0.01,0.01,2.23,0.04
24.6,9105,86.2,183.4,8.6,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.5,3.14,0.01,0.01,0.01,2.4,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,3.99,0.01,0.01,0.01,2.46,0.04
24.699,8690,86.2,183.4,9.9,10.4,530,100,100,100,0,0,1,0,0,0,0,0,63.65,3.11,0.01,0.01,0.01,2.34,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,3.95,0.01,0.01,0.01,2.39,0.04
24.799,9079,86.2,183.4,42.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,65.88,3.15,0.01,0.01,0.01,2.43,0.04,0,0,0,0,0.68,-0.32,0.01,3.14,4,0.01,0.01,0.01,2.49,0.04
24.899,10158,86.2,183.4,68,10.3,530,100,100,100,0,0,1,0,0,0,0,0,65.34,3.17,0.01,0.01,0.01,1.8,0.04,0,0,0,0,0.68,-0.32,0.01,3.11,4.02,0.01,0.01,0.01,1.84,0.04
24.999,9968,86.2,183.4,63.8,10.3,530,100,100,100,0,0,1,0,0,0,0,0,54.7,3.12,0.01,0.01,0.01,1.71,0.04,0,0,0,0,0.68,-0.32,0.01,2.69,3.96,0.01,0.01,0.01,1.76,0.04
25.099,9574,86.2,183.4,49.1,10.4,530,100,100,100,0,0,1,0,0,0,0,0,54.77,3.09,0.01,0.01,0.01,2.08,0.04,0,0,0,0,0.68,-0.32,0.01,2.69,3.92,0.01,0.01,0.01,2.13,0.04
25.199,9727,86.2,181.6,3,10.5,530,100,100,100,0,0,1,0,0,0,0,0,60.42,3.17,0.01,0.01,0.01,2.29,0.04,0,0,0,0,0.68,-0.32,0.01,2.92,4.02,0.01,0.01,0.01,2.35,0.04
25.299,9677,86.2,181.6,6.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.42,3.22,0.01,0.01,0.01,2.06,0.04,0,0,0,0,0.68,-0.32,0.01,3.04,4.09,0.01,0.01,0.01,2.11,0.04
25.4,9309,86.2,181.7,10.1,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.52,3.18,0.01,0.01,0.01,1.99,0.04,0,0,0,0,0.68,-0.32,0.01,3.12,4.04,0.01,0.01,0.01,2.04,0.04
25.5,8584,86.2,183.3,8.9,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.07,3.19,0.01,0.01,0.01,2.25,0.04,0,0,0,0,0.68,-0.32,0.01,3.06,4.05,0.01,0.01,0.01,2.31,0.04
25.6,8116,86.2,181.6,9.9,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.82,3.21,0.01,0.01,0.01,2.35,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,4.08,0.01,0.01,0.01,2.41,0.04
25.699,7401,86.2,181.6,7.2,10.5,530,100,100,100,0,0,1,0,0,0,0,0,61.77,3.15,0.01,0.01,0.01,2.31,0.04,0,0,0,0,0.68,-0.32,0.01,2.97,4,0.01,0.01,0.01,2.36,0.04
25.8,7606,86.2,181.6,43.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,61.45,3.13,0.01,0.01,0.01,2.48,0.04,0,0,0,0,0.68,-0.32,0.01,2.96,3.98,0.01,0.01,0.01,2.54,0.04
25.899,8490,86.2,181.6,46.8,10.5,530,100,100,100,0,0,1,0,0,0,0,0,62.5,3.16,0.01,0.01,0.01,2.5,0.04,0,0,0,0,0.68,-0.32,0.01,3,4,0.01,0.01,0.01,2.56,0.04
26,9786,86.2,183.4,55.5,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.55,3.11,0.01,0.01,0.01,2.51,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,3.95,0.01,0.01,0.01,2.58,0.04
26.1,10330,86.2,181.6,65,10.3,530,100,100,100,0,0,1,0,0,0,0,0,64.65,3.13,0.01,0.01,0.01,2.53,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,3.98,0.01,0.01,0.01,2.59,0.04
26.199,10588,86.2,183.3,64.2,10.3,530,100,100,100,0,0,1,0,0,0,0,0,64.7,3.14,0.01,0.01,0.01,2.48,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,3.99,0.01,0.01,0.01,2.54,0.04
26.299,10693,86.2,181.6,0,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.65,3.14,0.01,0.01,0.01,2.49,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,3.99,0.01,0.01,0.01,2.55,0.04
26.399,10264,86.2,181.7,9.5,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.7,3.12,0.01,0.01,0.01,2.49,0.04,0,0,0,0,0.68,-0.32,0.01,3.13,3.95,0.01,0.01,0.01,2.55,0.04
26.499,10112,86.2,181.7,25.3,10.5,530,100,100,100,0,0,1,0,0,0,0,0,65.38,3.19,0.01,0.01,0.01,2.16,0.04,0,0,0,0,0.68,-0.32,0.01,3.12,4.05,0.01,0.01,0.01,2.22,0.04
26.599,10373,86.2,181.7,69.1,10.3,530,100,100,100,0,0,1,0,0,0,0,0,63.59,3.26,0.01,0.01,0.01,1.79,0.04,0,0,0,0,0.68,-0.32,0.01,3.04,4.14,0.01,0.01,0.01,1.83,0.04
26.7,8535,86.2,181.6,61.6,10.4,530,100,100,100,0,0,1,0,0,0,0,0,60.55,3.04,0.01,0.01,0.01,2.35,0.04,0,0,0,0,0.68,-0.32,0.01,2.92,3.86,0.01,0.01,0.01,2.41,0.04
26.799,9025,86.2,181.6,62.6,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.25,3.16,0.01,0.01,0.01,2.59,0.04,0,0,0,0,0.68,-0.32,0.01,2.99,4.01,0.01,0.01,0.01,2.65,0.04
26.899,10199,86.2,183.3,64.2,10.3,530,100,100,100,0,0,1,0,0,0,0,0,65,3.29,0.01,0.01,0.01,2.23,0.04,0,0,0,0,0.68,-0.32,0.01,3.1,4.17,0.01,0.01,0.01,2.28,0.04
26.999,9607,86.2,181.6,0,10.5,530,100,100,100,0,0,1,0,0,0,0,0,62.3,3.1,0.01,0.01,0.01,2.16,0.04,0,0,0,0,0.68,-0.32,0.01,2.99,3.93,0.01,0.01,0.01,2.22,0.04
27.099,9164,86.2,181.7,12.2,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.67,3.16,0.01,0.01,0.01,2.69,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,4.01,0.01,0.01,0.01,2.75,0.04
27.2,8989,86.2,181.6,11.2,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.17,3.18,0.01,0.01,0.01,2.6,0.04,0,0,0,0,0.68,-0.32,0.01,3.11,4.04,0.01,0.01,0.01,2.66,0.04
27.299,8324,86.2,181.7,12.8,10.4,530,100,100,100,0,0,1,0,0,0,0,0,59.55,3.18,0.01,0.01,0.01,2.58,0.04,0,0,0,0,0.68,-0.32,0.01,2.88,4.04,0.01,0.01,0.01,2.65,0.04
27.399,7490,86.2,181.6,9.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,55.97,3.13,0.01,0.01,0.01,2.55,0.04,0,0,0,0,0.68,-0.32,0.01,2.74,3.97,0.01,0.01,0.01,2.62,0.04
27.499,6974,86.2,181.6,0,10.5,530,100,100,100,0,0,1,0,0,0,0,0,55.17,3.11,0.01,0.01,0.01,2.51,0.04,0,0,0,0,0.68,-0.32,0.01,2.71,3.95,0.01,0.01,0.01,2.57,0.04
27.599,8455,86.2,181.6,69.5,10.4,530,100,100,100,0,0,1,0,0,0,0,0,60.02,3.18,0.01,0.01,0.01,1.98,0.04,0,0,0,0,0.68,-0.32,0.01,2.9,4.04,0.01,0.01,0.01,2.03,0.04
27.699,9846,86.2,181.6,72,10.3,530,100,100,100,0,0,1,0,0,0,0,0,62.97,3.31,0.01,0.01,0.01,1.73,0.04,0,0,0,0,0.68,-0.32,0.01,3.02,4.2,0.01,0.01,0.01,1.77,0.04
27.799,8882,86.2,181.7,48.3,10.4,530,100,100,100,0,0,1,0,0,0,0,0,61.32,3.05,0.01,0.01,0.01,2.32,0.04,0,0,0,0,0.68,-0.32,0.01,2.95,3.87,0.01,0.01,0.01,2.38,0.04
27.9,9003,86.2,181.7,0,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.15,3.1,0.01,0.01,0.01,2.5,0.04,0,0,0,0,0.68,-0.32,0.01,2.99,3.93,0.01,0.01,0.01,2.56,0.04
27.999,9198,86.2,181.6,0,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.72,3.22,0.01,0.01,0.01,2.1,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,4.08,0.01,0.01,0.01,2.15,0.04
28.099,8379,86.2,181.6,7.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.22,3.16,0.01,0.01,0.01,2.06,0.04,0,0,0,0,0.68,-0.32,0.01,3.03,4.02,0.01,0.01,0.01,2.11,0.04
28.199,8190,86.2,181.6,28.8,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.15,3.13,0.01,0.01,0.01,2.49,0.04,0,0,0,0,0.68,-0.32,0.01,3.03,3.98,0.01,0.01,0.01,2.55,0.04
28.299,8564,86.2,181.6,8,10.6,530,100,100,100,0,0,1,0,0,0,0,0,63.77,3.17,0.01,0.01,0.01,2.55,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,4.02,0.01,0.01,0.01,2.62,0.04
28.399,8594,86.2,181.6,10.5,10.5,530,100,100,100,0,0,1,0,0,0,0,0,65.25,2.87,0.01,0.01,0.01,2.37,0.04,0,0,0,0,0.68,-0.32,0.01,3.11,3.64,0.01,0.01,0.01,2.43,0.04
28.499,8379,86.2,183.3,31.4,10.5,530,100,100,100,0,0,1,0,0,0,0,0,50.75,2.58,0.01,0.01,0.01,2.1,0.04,0,0,0,0,0.68,-0.32,0.01,2.53,3.27,0.01,0.01,0.01,2.15,0.04
28.599,9076,86.2,183.4,49.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,58.02,2.32,0.01,0.01,0.01,2.13,0.04,0,0,0,0,0.68,-0.32,0.01,2.82,2.95,0.01,0.01,0.01,2.18,0.04
28.699,9740,86.2,183.4,62.4,10.4,530,100,100,100,0,0,1,0,0,0,0,0,61.05,2.1,0.01,0.01,0.01,2.17,0.04,0,0,0,0,0.68,-0.32,0.01,2.94,2.66,0.01,0.01,0.01,2.22,0.04
28.799,9328,86.2,181.7,64.7,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.72,1.9,0.01,0.01,0.01,2.08,0.04,0,0,0,0,0.68,-0.32,0.01,3.01,2.41,0.01,0.01,0.01,2.13,0.04
28.899,9347,86.2,181.6,1.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.38,1.72,0.01,0.01,0.01,2.14,0.04,0,0,0,0,0.68,-0.32,0.01,3.04,2.18,0.01,0.01,0.01,2.19,0.04
29,9191,86.2,183.3,9.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.75,1.55,0.01,0.01,0.01,2.12,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,1.97,0.01,0.01,0.01,2.17,0.04
29.1,8960,86.2,181.6,0,10.6,530,100,100,100,0,0,1,0,0,0,0,0,64.72,1.41,0.01,0.01,0.01,2.04,0.04,0,0,0,0,0.68,-0.32,0.01,3.09,1.79,0.01,0.01,0.01,2.09,0.04
29.199,8647,86.2,183.4,8.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.82,1.28,0.01,0.01,0.01,2.16,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,1.62,0.01,0.01,0.01,2.21,0.04
29.299,7911,86.2,181.6,7.8,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.9,3.09,0.01,0.01,0.01,2.4,0.04,0,0,0,0,0.68,-0.32,0.01,3.06,3.92,0.01,0.01,0.01,2.46,0.04
29.399,7515,86.2,183.3,17.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,60.55,3.01,0.01,0.01,0.01,2.36,0.04,0,0,0,0,0.68,-0.32,0.01,2.92,3.83,0.01,0.01,0.01,2.42,0.04
29.499,7716,86.2,181.6,27.3,10.5,530,100,100,100,0,0,1,0,0,0,0,0,57.27,2.7,0.01,0.01,0.01,2.13,0.04,0,0,0,0,0.68,-0.32,0.01,2.79,3.43,0.01,0.01,0.01,2.18,0.04
29.599,8327,86.2,181.6,32.2,10.5,530,100,100,100,0,0,1,0,0,0,0,0,53.7,2.43,0.01,0.01,0.01,2.07,0.04,0,0,0,0,0.68,-0.32,0.01,2.65,3.09,0.01,0.01,0.01,2.12,0.04
29.699,9251,86.2,183.3,56.9,10.5,530,100,100,100,0,0,1,0,0,0,0,0,60.07,2.19,0.01,0.01,0.01,2.17,0.04,0,0,0,0,0.68,-0.32,0.01,2.9,2.78,0.01,0.01,0.01,2.22,0.04
29.799,9359,86.2,183.4,58.8,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.05,1.98,0.01,0.01,0.01,2.34,0.04,0,0,0,0,0.68,-0.32,0.01,3.02,2.51,0.01,0.01,0.01,2.4,0.04
29.9,9426,86.2,183.3,60.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.55,1.79,0.01,0.01,0.01,2.4,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,2.27,0.01,0.01,0.01,2.45,0.04
29.999,10283,86.2,183.4,60.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.9,1.62,0.01,0.01,0.01,2.37,0.04,0,0,0,0,0.68,-0.32,0.01,3.1,2.05,0.01,0.01,0.01,2.42,0.04
30.099,10368,86.2,183.3,39.3,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.38,1.46,0.01,0.01,0.01,2.37,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,1.86,0.01,0.01,0.01,2.42,0.04
30.199,9868,86.2,181.6,36.8,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.38,1.33,0.01,0.01,0.01,2.37,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,1.69,0.01,0.01,0.01,2.43,0.04
30.3,9929,86.2,181.7,51.7,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.88,1.2,0.01,0.01,0.01,2.31,0.04,0,0,0,0,0.68,-0.32,0.01,3.14,1.53,0.01,0.01,0.01,2.37,0.04
30.399,10269,86.2,181.6,79.5,10.4,530,100,100,100,0,0,1,0,0,0,0,0,61.7,1.09,0.01,0.01,0.01,2.13,0.04,0,0,0,0,0.68,-0.32,0.01,2.97,1.39,0.01,0.01,0.01,2.18,0.04
30.499,10144,86.2,181.7,85,10.4,530,100,100,100,0,0,1,0,0,0,0,0,55.02,0.99,0.01,0.01,0.01,2.11,0.04,0,0,0,0,0.68,-0.32,0.01,2.7,1.26,0.01,0.01,0.01,2.16,0.04
30.599,9644,86.2,181.6,86.6,10.4,530,100,100,100,0,0,1,0,0,0,0,0,59.25,0.9,0.01,0.01,0.01,2.02,0.04,0,0,0,0,0.68,-0.32,0.01,2.87,1.15,0.01,0.01,0.01,2.07,0.04
30.699,9550,86.2,183.3,86.3,10.5,530,100,100,100,0,0,1,0,0,0,0,0,61.72,0.82,0.01,0.01,0.01,1.83,0.04,0,0,0,0,0.68,-0.32,0.01,2.97,1.04,0.01,0.01,0.01,1.88,0.04
30.799,9449,86.2,181.6,86,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.25,0.75,0.01,0.01,0.01,2.03,0.04,0,0,0,0,0.68,-0.32,0.01,3.03,0.95,0.01,0.01,0.01,2.08,0.04
30.899,9694,86.2,181.6,86.4,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.32,0.68,0.01,0.01,0.01,1.92,0.04,0,0,0,0,0.68,-0.32,0.01,3.07,0.86,0.01,0.01,0.01,1.97,0.04
30.999,9757,86.2,181.6,86.4,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.13,0.62,0.01,0.01,0.01,2.11,0.04,0,0,0,0,0.68,-0.32,0.01,3.03,0.79,0.01,0.01,0.01,2.17,0.04
31.1,10185,86.2,181.6,84.6,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.52,0.56,0.01,0.01,0.01,2.35,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,0.72,0.01,0.01,0.01,2.41,0.04
31.199,10440,86.2,181.7,83.4,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.32,0.51,0.01,0.01,0.01,2.34,0.04,0,0,0,0,0.68,-0.32,0.01,3.07,0.65,0.01,0.01,0.01,2.4,0.04
31.299,10593,86.2,181.7,78.9,10.3,530,100,100,100,0,0,1,0,0,0,0,0,62.27,0.47,0.01,0.01,0.01,2.29,0.04,0,0,0,0,0.68,-0.32,0.01,2.99,0.59,0.01,0.01,0.01,2.34,0.04
31.399,10558,86.2,181.6,79.4,10.4,530,100,100,100,0,0,1,0,0,0,0,0,60.13,0.42,0.01,0.01,0.01,2.28,0.04,0,0,0,0,0.68,-0.32,0.01,2.91,0.54,0.01,0.01,0.01,2.33,0.04
31.5,10578,86.2,181.6,76.5,10.5,530,100,100,100,0,0,1,0,0,0,0,0,65.05,0.39,0.01,0.01,0.01,2.29,0.04,0,0,0,0,0.68,-0.32,0.01,3.1,0.49,0.01,0.01,0.01,2.35,0.04
31.599,10673,86.3,181.6,86.7,10.5,530,100,100,100,0,0,1,0,0,0,0,0,62.32,0.35,0.01,0.01,0.01,2.28,0.04,0,0,0,0,0.68,-0.32,0.01,2.99,0.45,0.01,0.01,0.01,2.34,0.04
31.699,10618,88,181.6,88.4,10.5,530,100,100,100,0,0,1,0,0,0,0,0,63.84,0.32,0.01,0.01,0.01,2.28,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,0.41,0.01,0.01,0.01,2.34,0.04
31.8,10518,88,181.6,89.1,10.5,530,100,100,100,0,0,1,0,0,0,0,0,64.47,0.29,0.01,0.01,0.01,2.28,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,0.37,0.01,0.01,0.01,2.33,0.04
31.899,10538,88,181.6,91.7,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.15,0.27,0.01,0.01,0.01,2.23,0.04,0,0,0,0,0.68,-0.32,0.01,3.11,0.34,0.01,0.01,0.01,2.28,0.04
32,10378,88,181.6,92.8,10.4,530,100,100,100,0,0,1,0,0,0,0,0,63.82,0.25,0.01,0.01,0.01,2.22,0.04,0,0,0,0,0.68,-0.32,0.01,3.05,0.31,0.01,0.01,0.01,2.28,0.04
32.099,10402,88,181.6,93.3,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.9,0.22,0.01,0.01,0.01,2.24,0.04,0,0,0,0,0.68,-0.32,0.01,3.02,0.28,0.01,0.01,0.01,2.3,0.04
32.199,10499,88,181.6,93.7,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65,0.2,0.01,0.01,0.01,2.17,0.04,0,0,0,0,0.68,-0.32,0.01,3.1,0.26,0.01,0.01,0.01,2.23,0.04
32.299,10484,88,181.6,93.1,10.4,530,100,100,100,0,0,1,0,0,0,0,0,64.52,0.18,0.01,0.01,0.01,1.96,0.04,0,0,0,0,0.68,-0.32,0.01,3.08,0.24,0.01,0.01,0.01,2,0.04
32.399,9371,88,181.6,93.1,10.4,530,100,100,100,0,0,1,0,0,0,0,0,62.72,3,0.01,0.01,0.01,2.3,0.04,0,0,0,0,0.68,-0.32,0.01,3.01,3.81,0.01,0.01,0.01,2.35,0.04
32.499,9833,88,181.6,90.9,10.4,530,100,100,100,0,0,1,0,0,0,0,0,65.05,3.11,0.01,0.01,0.01,2.49,0.04,0,0,0,0,0.68,-0.32,0.01,3.1,3.94,0.01,0.01,0.01,2.55,0.04
32.599,10489,88,181.6,81.9,10.3,530,100,100,100,0,0,1,0,0,0,0,0,64.25,2.92,0.01,0.01,0.01,2.4,0.04,0,0,0,0,0.68,-0.32,0.01,3.07,3.7,0.01,0.01,0.01,2.45,0.04
