Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Map Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts)
22.899,9309,79,169,99.1,13.51,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,72.75,3.1,4.33,1.66,1.98,0,0,53.6,0,0,-1,0.01,3.41,3.94,0.01,0.01,4.43,1.7,2.03
22.999,9412,79,169,99.2,13.47,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,73.34,3.1,4.18,1.66,1.91,0,0,54.3,0,0,-1,0.01,3.43,3.94,0.01,0.01,4.28,1.7,1.95
23.099,9467,79,169,99.3,13.55,12,530,100,100,100,100,0,0,1,0,0,0,0,0,73.65,3.13,4.32,1.66,2,0,0,54.8,0,0,-1,0.01,3.45,3.97,0.01,0.01,4.43,1.7,2.05
23.2,9507,79,169,99.4,13.44,12,530,100,100,100,100,0,0,0,0,0,0,0,0,73.02,3.11,4.23,1.63,2,0,0,54.8,0,0,-1,0.01,3.42,3.94,0.01,0.01,4.34,1.67,2.05
23.3,9572,79,169,99.5,13.5,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,74.27,3.07,4.02,1.63,1.98,0,0,55,0,0,-1,0.01,3.47,3.9,0.01,0.01,4.11,1.67,2.03
23.4,9590,79,169,99.4,13.42,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,74.57,3.14,4.38,1.65,1.98,0,0,55.5,0,0,-1,0.01,3.48,3.99,0.01,0.01,4.48,1.69,2.03
23.5,9658,79,169,99.4,13.47,12,530,100,100,100,100,0,0,1,0,0,0,0,0,74.25,3.12,4.37,1.66,2,0,0,55.8,0,0,-1,0.01,3.47,3.96,0.01,0.01,4.48,1.7,2.04
23.6,9669,79,169,99.4,13.42,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,74.55,3.06,4.47,1.63,2,0,0,55.5,0,0,-1,0.01,3.48,3.88,0.01,0.01,4.58,1.66,2.05
23.699,9719,79,169,99.6,13.55,12,530,100,100,100,100,0,0,1,0,0,0,0,0,75.2,3.14,4.42,1.64,1.99,0,0,56.3,0,0,-1,0.01,3.51,3.98,0.01,0.01,4.52,1.68,2.04
23.799,9761,79,169,99.4,13.48,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,74.95,3.15,4.31,1.64,2.03,0,0,56.3,0,0,-1,0.01,3.5,4,0.01,0.01,4.42,1.68,2.08
23.899,9784,79,169,99.7,13.53,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,75.07,3.06,4.38,1.65,2.06,0,0,56.3,0,0,-1,0.01,3.5,3.88,0.01,0.01,4.48,1.69,2.11
24,9797,79,169,12.7,13.45,12,530,100,100,100,100,0,0,0,0,0,0,0,0,73.92,3.1,4.37,1.61,1.96,0,0,56.3,0,0,-1,0.01,3.46,3.93,0.01,0.01,4.47,1.65,2.01
24.099,9439,79,169,17.4,11.22,12,530,100,100,100,100,0,0,0,0,0,0,0,0,75.13,3.03,4.56,1.57,1.98,0,0,54.6,0,0,-1,0.01,3.51,3.84,0.01,0.01,4.67,1.61,2.02
24.199,9155,79,169,0,9.48,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,75.15,3.21,4.43,1.65,1.95,0,0,52.3,0,0,-1,0.01,3.51,4.07,0.01,0.01,4.54,1.69,2
24.299,8828,79,168.8,0,8.19,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,75.67,3.24,4.13,1.73,1.83,0,0,51.6,0,0,-1,0.01,3.53,4.11,0.01,0.01,4.23,1.77,1.88
24.399,8704,79,167.2,0,7.67,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,74.72,2.98,4.47,1.62,1.82,0,0,50.5,0,0,-1,0.01,3.49,3.78,0.01,0.01,4.58,1.66,1.86
24.499,8134,79,167.4,0,7.49,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,74.59,3.11,4.38,1.5,1.81,0,0,47.3,0,0,-1,0.01,3.48,3.94,0.01,0.01,4.48,1.54,1.85
24.599,8065,79,167.2,0,7.64,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,73.27,3.2,4.07,1.72,1.56,0,0,43.6,0,0,-1,0.01,3.43,4.06,0.01,0.01,4.17,1.76,1.6
24.699,7062,79,167.2,0,8,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,65.02,3.19,4.44,1.73,1.89,0,0,37.7,0,0,-1,0.01,3.1,4.05,0.01,0.01,4.55,1.77,1.93
24.8,6806,79,167.2,0.7,8.9,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,65.05,3.04,4.54,1.68,2.06,0,0,33.1,0,0,-1,0.01,3.1,3.86,0.01,0.01,4.65,1.72,2.11
24.9,6847,79,167.2,0,9.35,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,65.05,2.73,4.56,1.68,2.06,0,0,33.3,0,0,-1,0.01,3.1,3.46,0.01,0.01,4.67,1.72,2.11
25,6593,79,167.2,0,9.44,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,64.95,2.46,4.73,1.61,2,0,0,35.7,0,0,-1,0.01,3.1,3.12,0.01,0.01,4.84,1.65,2.05
25.099,6237,79,167.2,0,9.76,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,62.07,2.47,4.46,1.67,2.01,0,0,35.6,0,0,-1,0.01,2.98,3.13,0.01,0.01,4.56,1.71,2.06
25.2,4781,79,167.2,0,10.48,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,51.09,2.22,4.54,1.7,2,0,0,28.3,0,0,-1,0.01,2.54,2.82,0.01,0.01,4.65,1.74,2.04
25.299,2659,79,167.2,4.6,12.44,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,24.55,2.01,4.81,1.68,2.13,0,0,13,0,0,-1,0.01,1.48,2.55,0.01,0.01,4.92,1.72,2.18
25.399,1311,79,167.2,7.4,14.12,11.5,530,100,100,100,100,0,0,0,0,0,0,0,0,6.9,3.28,4.81,1.6,2.09,0,0,8.1,0,0,-1,0.01,0.78,4.16,0.01,0.01,4.93,1.64,2.14
25.499,1311,79,167.2,16.2,14.38,11.3,530,100,100,100,100,0,0,0,0,0,0,0,0,1.63,3.18,4.81,1.54,2.14,0,0,8.1,0,0,-1,0.01,0.57,4.03,0.01,0.01,4.93,1.58,2.19
25.599,1311,79,167.2,27.2,14.39,11.3,530,100,100,100,100,0,0,0,0,0,0,0,0,1.22,3.14,4.81,1.57,2.14,0,0,8.1,0,0,-1,0.01,0.55,3.99,0.01,0.01,4.93,1.61,2.19
25.7,0,79,167.2,10.8,14.2,11.8,530,100,100,100,100,0,0,0,0,0,0,0,0,3.17,3.17,4.18,1.69,2.14,0,0,6.1,0,0,-1,0.01,0.63,4.02,0.01,0.01,4.28,1.73,2.19
25.799,4125,79,167.2,15.4,13.52,12,530,100,100,100,100,0,0,0,0,0,0,0,0,17.47,3.17,4.38,1.8,2.05,0,0,24.6,0,0,-1,0.01,1.2,4.02,0.01,0.01,4.49,1.85,2.1
25.9,4777,79,167.2,3.8,12.97,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,39.13,3.1,4.51,1.8,2.09,0,0,26.5,0,0,-1,0.01,2.07,3.94,0.01,0.01,4.62,1.84,2.14
25.999,4743,79,167.2,13.7,12.79,12,530,100,100,100,100,0,0,1,0,0,0,0,0,40.4,2.86,4.7,1.73,2.13,0,0,25.6,0,0,-1,0.01,2.12,3.63,0.01,0.01,4.81,1.77,2.18
26.099,5561,79,167.2,15.1,12.53,12,530,100,100,100,100,0,0,1,0,0,0,0,0,48.63,2.57,4.68,1.56,2,0,0,24.1,0,0,-1,0.01,2.45,3.26,0.01,0.01,4.79,1.6,2.04
26.199,6700,79,167.2,14.9,11.73,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,59.82,3.16,4.12,1.64,1.92,0,0,23.6,0,0,-1,0.01,2.89,4.01,0.01,0.01,4.22,1.68,1.97
26.299,7670,79,167.2,15.1,10.79,12,530,100,100,100,100,0,0,0,0,0,0,0,0,65.63,3.12,4.23,1.67,1.83,0,0,23.5,0,0,-1,0.01,3.13,3.95,0.01,0.01,4.33,1.71,1.87
26.401,8550,79,167.2,11.7,10.06,12,530,100,100,100,100,0,0,1,0,0,0,0,0,68.4,2.83,4.38,1.67,1.81,0,0,23.5,0,0,-1,0.01,3.24,3.6,0.01,0.01,4.48,1.71,1.85
26.499,8914,79,167.2,15.4,9.44,12,530,100,100,100,100,0,0,0,0,0,0,0,0,70.9,3.15,4.5,1.66,2.02,0,0,23.1,0,0,-1,0.01,3.34,3.99,0.01,0.01,4.61,1.7,2.07
26.599,8926,79,167.2,13,9.08,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,70.82,3.12,4.37,1.66,1.96,0,0,23.1,0,0,-1,0.01,3.33,3.96,0.01,0.01,4.47,1.7,2.01
26.699,8714,79,167.2,0,8.95,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,71.09,3.13,4.45,1.67,2.06,0,0,22.8,0,0,-1,0.01,3.34,3.97,0.01,0.01,4.56,1.71,2.11
26.799,9189,79,167.2,1.2,8.41,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,72.32,3.11,4.28,1.67,1.92,0,0,22.6,0,0,-1,0.01,3.39,3.95,0.01,0.01,4.39,1.71,1.97
26.899,9030,79,167.2,4.5,7.73,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,72.8,3.12,4.44,1.67,1.98,0,0,22.5,0,0,-1,0.01,3.41,3.96,0.01,0.01,4.55,1.71,2.02
26.999,8241,79,167.2,8.3,7.56,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,72.97,3.12,4.29,1.66,1.8,0,0,22.3,0,0,-1,0.01,3.42,3.95,0.01,0.01,4.39,1.7,1.84
27.099,7357,79,167.2,4.4,7.87,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,71.27,3.15,4.14,1.66,1.92,0,0,22.3,0,0,-1,0.01,3.35,4,0.01,0.01,4.24,1.7,1.97
27.2,6460,79,167.2,5.1,8.58,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,67.15,3.14,4.42,1.66,2.08,0,0,22.3,0,0,-1,0.01,3.19,3.98,0.01,0.01,4.53,1.7,2.13
27.3,5698,79,167.2,11.8,9.66,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,60.63,3.14,4.65,1.66,2.14,0,0,21.9,0,0,-1,0.01,2.93,3.98,0.01,0.01,4.76,1.7,2.19
27.399,5266,79,167.2,9.3,10.62,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,53.9,3.12,4.55,1.65,2,0,0,21.9,0,0,-1,0.01,2.66,3.96,0.01,0.01,4.66,1.69,2.05
27.499,4746,79,167.2,4.1,11.53,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,47.65,3.12,4.48,1.66,2.02,0,0,21.9,0,0,-1,0.01,2.41,3.97,0.01,0.01,4.59,1.7,2.07
27.601,4554,79,167.2,8.5,12.08,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,43.82,3.14,4.56,1.65,2.04,0,0,21.6,0,0,-1,0.01,2.25,3.99,0.01,0.01,4.67,1.69,2.09
27.699,4903,79,167.2,9.3,12.28,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,47.52,3.13,4.49,1.64,2.04,0,0,21.3,0,0,-1,0.01,2.4,3.97,0.01,0.01,4.6,1.68,2.09
27.799,4990,79,167.2,9.4,12.13,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,48.07,3.14,4.54,1.64,2.01,0,0,21.6,0,0,-1,0.01,2.42,3.99,0.01,0.01,4.65,1.68,2.06
27.899,4748,79,167.2,10.5,12.21,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,47.07,3.11,4.59,1.63,2.07,0,0,21.4,0,0,-1,0.01,2.38,3.95,0.01,0.01,4.7,1.67,2.12
27.999,4671,79,167.1,12.4,12.35,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,44.88,3.11,4.63,1.65,2.09,0,0,21.3,0,0,-1,0.01,2.3,3.95,0.01,0.01,4.74,1.69,2.15
28.099,4811,79,165.4,12.4,12.38,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,46.3,3.18,4.55,1.65,2.04,0,0,21.1,0,0,-1,0.01,2.35,4.04,0.01,0.01,4.66,1.69,2.09
28.2,4685,79,165.4,12.5,12.49,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,45.72,3.12,4.58,1.63,2.1,0,0,21.1,0,0,-1,0.01,2.33,3.96,0.01,0.01,4.69,1.67,2.15
28.299,4696,79,165.4,12.7,12.47,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,46.17,3.09,4.67,1.63,2.09,0,0,20.9,0,0,-1,0.01,2.35,3.92,0.01,0.01,4.78,1.67,2.15
28.399,4598,79,165.4,12.9,12.44,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,45.27,3.13,4.67,1.65,2.06,0,0,21,0,0,-1,0.01,2.31,3.97,0.01,0.01,4.78,1.69,2.11
28.499,4596,79,165.4,12.9,12.49,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,45.95,3.11,4.54,1.64,1.96,0,0,20.6,0,0,-1,0.01,2.34,3.95,0.01,0.01,4.65,1.68,2.01
28.6,4614,79,165.4,12.9,12.47,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,45.34,3.12,4.57,1.65,2.03,0,0,20.6,0,0,-1,0.01,2.31,3.96,0.01,0.01,4.68,1.69,2.08
28.699,4553,79,165.4,12.6,12.5,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,44.17,3.15,4.69,1.64,2.06,0,0,20.8,0,0,-1,0.01,2.27,4,0.01,0.01,4.8,1.68,2.11
28.799,4597,79,165.4,12.9,12.56,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,44.5,3.13,4.47,1.65,2.01,0,0,20.6,0,0,-1,0.01,2.28,3.97,0.01,0.01,4.58,1.69,2.06
28.9,4639,79,165.4,12.9,12.54,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,44.57,3.11,4.45,1.69,2.01,0,0,20.3,0,0,-1,0.01,2.28,3.94,0.01,0.01,4.56,1.73,2.05
28.999,4455,79,165.4,12.7,12.52,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,43.52,2.85,4.77,1.71,2.11,0,0,20.6,0,0,-1,0.01,2.24,3.62,0.01,0.01,4.89,1.75,2.16
29.099,4520,79,165.4,12.2,12.48,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,43.84,2.86,4.66,1.71,2.1,0,0,20.6,0,0,-1,0.01,2.25,3.63,0.01,0.01,4.78,1.75,2.15
29.199,4487,79,165.4,11.5,12.52,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,43.4,3.11,4.62,1.67,2.03,0,0,20.3,0,0,-1,0.01,2.24,3.95,0.01,0.01,4.73,1.71,2.08
29.299,4486,79,165.4,10.5,12.52,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,43.05,3.13,4.65,1.66,2.08,0,0,20.3,0,0,-1,0.01,2.22,3.97,0.01,0.01,4.76,1.7,2.13
29.399,4470,79,165.4,9.9,12.52,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,43.84,3.11,4.63,1.66,2.12,0,0,20.1,0,0,-1,0.01,2.25,3.94,0.01,0.01,4.74,1.7,2.17
29.499,4481,79,165.4,11.1,12.52,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,43.17,3.11,4.72,1.65,2.1,0,0,20.1,0,0,-1,0.01,2.23,3.95,0.01,0.01,4.83,1.69,2.15
29.599,4432,79,165.4,11.6,12.55,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,42.92,3.12,4.63,1.65,2.07,0,0,20.1,0,0,-1,0.01,2.22,3.96,0.01,0.01,4.74,1.69,2.12
29.7,4468,79,165.4,11.7,12.55,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,43.05,3.11,4.64,1.65,2.04,0,0,20,0,0,-1,0.01,2.22,3.94,0.01,0.01,4.76,1.69,2.09
29.799,4372,79,165.4,11.7,12.57,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,43.47,3.12,4.69,1.68,2.13,0,0,20.1,0,0,-1,0.01,2.24,3.95,0.01,0.01,4.8,1.72,2.19
29.899,4367,79,165.4,11.1,12.64,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,41.8,3.11,4.76,1.68,2.11,0,0,19.9,0,0,-1,0.01,2.17,3.95,0.01,0.01,4.87,1.72,2.16
29.999,4373,79,165.4,10.5,12.57,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,42.52,3.15,4.7,1.67,2.14,0,0,19.9,0,0,-1,0.01,2.2,3.99,0.01,0.01,4.81,1.71,2.19
30.099,4323,79,165.4,10.6,12.5,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,42.84,3.13,4.71,1.62,2.06,0,0,19.8,0,0,-1,0.01,2.21,3.97,0.01,0.01,4.83,1.66,2.11
30.199,4288,79,165.4,11.3,12.6,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,41.52,3.18,4.73,1.6,2.1,0,0,19.3,0,0,-1,0.01,2.16,4.04,0.01,0.01,4.85,1.63,2.15
30.299,4395,79,165.4,11.5,12.6,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,42.65,3.17,4.72,1.6,2.12,0,0,19.5,0,0,-1,0.01,2.21,4.02,0.01,0.01,4.83,1.64,2.17
30.399,4226,79,165.4,11.6,12.62,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,41.45,3.1,4.77,1.59,2.14,0,0,19.3,0,0,-1,0.01,2.16,3.93,0.01,0.01,4.89,1.63,2.19
30.499,4288,79,165.4,12,12.62,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,41.25,3.14,4.74,1.59,2.13,0,0,19.3,0,0,-1,0.01,2.15,3.98,0.01,0.01,4.86,1.63,2.18
30.599,4286,79,165.4,12.1,12.62,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,41.42,3.17,4.7,1.63,2.13,0,0,19.3,0,0,-1,0.01,2.16,4.03,0.01,0.01,4.81,1.67,2.19
30.699,4282,79,165.4,12,12.58,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,41.84,3.09,4.67,1.62,2.11,0,0,19.3,0,0,-1,0.01,2.17,3.92,0.01,0.01,4.78,1.66,2.16
30.799,4210,79,165.4,10.6,12.64,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,41.09,3.11,4.75,1.64,2.09,0,0,19.3,0,0,-1,0.01,2.14,3.95,0.01,0.01,4.86,1.68,2.15
30.899,4258,79,165.4,9.4,12.65,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,41.3,3.17,4.72,1.63,2.11,0,0,19.2,0,0,-1,0.01,2.15,4.02,0.01,0.01,4.83,1.67,2.16
30.999,4362,79,165.4,11.5,12.58,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,41.8,3.11,4.61,1.62,2.11,0,0,19.2,0,0,-1,0.01,2.17,3.95,0.01,0.01,4.73,1.66,2.16
31.099,4341,79,165.4,11,12.62,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,41.72,3.08,4.68,1.62,2.12,0,0,19.2,0,0,-1,0.01,2.17,3.91,0.01,0.01,4.79,1.66,2.18
31.199,4250,79,165.4,10.3,12.65,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,40.8,3.16,4.71,1.64,2.12,0,0,19.1,0,0,-1,0.01,2.13,4.01,0.01,0.01,4.82,1.68,2.18
31.299,4410,79,165.4,10.8,12.65,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,42.3,3.14,4.63,1.63,2.12,0,0,19.2,0,0,-1,0.01,2.19,3.98,0.01,0.01,4.74,1.67,2.17
31.401,4281,79,165.4,11,12.65,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,40.13,3.12,4.74,1.63,2.13,0,0,19.2,0,0,-1,0.01,2.11,3.95,0.01,0.01,4.86,1.67,2.19
31.5,4257,79,165.4,11.8,12.63,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,40.8,3.14,4.66,1.62,2.12,0,0,18.8,0,0,-1,0.01,2.13,3.98,0.01,0.01,4.77,1.66,2.17
31.599,4184,79,165.4,11.8,12.61,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,40.22,3.12,4.61,1.62,2.13,0,0,18.8,0,0,-1,0.01,2.11,3.97,0.01,0.01,4.72,1.66,2.18
31.699,4123,79,165.4,12,12.63,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,40,3.13,4.67,1.6,2.13,0,0,18.8,0,0,-1,0.01,2.1,3.97,0.01,0.01,4.78,1.64,2.18
31.799,4115,79,165.4,11.9,12.61,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,40.59,3.15,4.75,1.52,2.1,0,0,18.6,0,0,-1,0.01,2.12,3.99,0.01,0.01,4.87,1.56,2.15
31.9,4123,79,165.4,11.7,12.65,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,39.59,3.17,4.69,1.52,2.11,0,0,18.3,0,0,-1,0.01,2.08,4.02,0.01,0.01,4.8,1.56,2.16
32,4216,79,165.4,12.3,12.65,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,40.7,3.16,4.77,1.5,2.11,0,0,18.3,0,0,-1,0.01,2.13,4.01,0.01,0.01,4.88,1.53,2.16
32.099,4099,79,165.4,12.2,12.73,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,39.07,3.13,4.79,1.36,2.11,0,0,17.9,0,0,-1,0.01,2.06,3.97,0.01,0.01,4.9,1.39,2.16
32.199,4072,79,167.1,12.4,12.73,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,38.92,3.17,4.79,1.37,2.1,0,0,17.4,0,0,-1,0.01,2.06,4.02,0.01,0.01,4.91,1.4,2.15
32.299,4032,79,165.5,12.6,12.67,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,38.7,3.15,4.8,1.37,2.14,0,0,17.5,0,0,-1,0.01,2.05,4,0.01,0.01,4.92,1.4,2.19
32.399,3991,79,165.4,12.1,12.73,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,38.3,3.09,4.79,1.36,2.14,0,0,17.4,0,0,-1,0.01,2.03,3.92,0.01,0.01,4.91,1.4,2.19
32.5,4047,79,167.1,12.3,12.63,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,39.05,3.14,4.8,1.36,2.1,0,0,17.3,0,0,-1,0.01,2.06,3.99,0.01,0.01,4.91,1.39,2.15
32.599,4160,79,165.5,12.4,12.7,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,39.09,3.19,4.77,1.36,2.09,0,0,17.3,0,0,-1,0.01,2.06,4.04,0.01,0.01,4.89,1.39,2.14
32.699,4414,79,167.2,12.7,12.67,12.1,530,100,100,100,100,0,0,1,0,0,0,0,0,42.7,3.19,4.79,1.34,2.08,0,0,16.8,0,0,-1,0.01,2.21,4.05,0.01,0.01,4.9,1.38,2.13
32.799,4623,79,167.1,12.9,12.55,12.1,530,100,100,100,100,0,0,0,0,0,0,0,0,46.09,3.17,4.76,1.34,2.08,0,0,16.7,0,0,-1,0.01,2.34,4.02,0.01,0.01,4.87,1.38,2.13
32.899,4521,79,165.4,12.9,12.45,12.2,530,100,100,100,100,0,0,1,0,0,0,0,0,45.7,3.17,4.68,1.34,2.02,0,0,16.4,0,0,-1,0.01,2.33,4.02,0.01,0.01,4.8,1.38,2.07
32.999,4542,79,167.2,12.9,12.44,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.75,3.17,4.77,1.35,2.03,0,0,16.1,0,0,-1,0.01,2.33,4.02,0.01,0.01,4.89,1.38,2.08
33.099,4483,79,167.2,12.5,12.51,12.2,530,100,100,100,100,0,0,0,0,0,0,0,0,45.75,3.16,4.76,1.35,2.11,0,0,15.9,0,0,-1,0.01,2.33,4.02,0.01,0.01,4.88,1.38,2.16
33.199,4436,79,167.2,12,12.54,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,44.42,3.13,4.79,1.34,2.13,0,0,15.9,0,0,-1,0.01,2.28,3.97,0.01,0.01,4.91,1.38,2.18
33.299,4502,79,167.2,12,12.49,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,44.77,3.14,4.75,1.33,2.07,0,0,15.5,0,0,-1,0.01,2.29,3.99,0.01,0.01,4.86,1.36,2.12
33.4,4518,79,167.2,12.1,12.5,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,45.45,3.14,4.77,1.33,2.1,0,0,15.2,0,0,-1,0.01,2.32,3.99,0.01,0.01,4.89,1.36,2.15
33.499,4561,79,167.2,12.2,12.52,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,45.97,3.15,4.76,1.33,2.07,0,0,15.1,0,0,-1,0.01,2.34,4,0.01,0.01,4.87,1.36,2.12
33.599,4526,79,167.2,12.2,12.55,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,45.67,3.15,4.75,1.32,1.97,0,0,15,0,0,-1,0.01,2.33,4,0.01,0.01,4.87,1.35,2.02
33.699,4515,79,167.2,12.3,12.51,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,45.07,3.18,4.75,1.32,2.05,0,0,14.4,0,0,-1,0.01,2.3,4.04,0.01,0.01,4.86,1.35,2.1
33.799,4565,79,167.2,12.4,12.47,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,46,3.14,4.75,1.32,2.09,0,0,14.4,0,0,-1,0.01,2.34,3.99,0.01,0.01,4.86,1.35,2.14
33.899,4545,79,167.2,12.3,12.47,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,45.67,3.14,4.74,1.32,2.05,0,0,14.2,0,0,-1,0.01,2.33,3.99,0.01,0.01,4.85,1.35,2.1
33.999,4487,79,167.2,12.2,12.5,12.3,530,100,100,100,100,0,0,1,0,0,0,0,0,44.59,3.16,4.79,1.32,2.09,0,0,14.1,0,0,-1,0.01,2.28,4.01,0.01,0.01,4.9,1.35,2.14
34.099,4609,77.2,167.2,12.1,12.5,12.3,530,100,100,100,100,0,0,0,0,0,0,0,0,44.45,3.18,4.72,1.35,1.97,0,0,13.9,0,0,-1,0.01,2.28,4.04,0.01,0.01,4.83,1.38,2.02
34.199,4593,77.2,167.2,12.3,12.49,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,45.77,3.16,4.68,1.42,2.12,0,0,14,0,0,-1,0.01,2.33,4.01,0.01,0.01,4.8,1.46,2.18
34.299,4503,77.2,167.2,12.2,12.56,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,45.09,3.16,4.76,1.42,2.12,0,0,14,0,0,-1,0.01,2.3,4.02,0.01,0.01,4.88,1.46,2.17
34.399,4524,77.2,167.2,12.1,12.59,12.4,530,100,100,100,100,0,0,0,0,0,0,0,0,44.72,3.13,4.78,1.48,2.13,0,0,13.9,0,0,-1,0.01,2.29,3.98,0.01,0.01,4.89,1.52,2.18
