Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Angle (deg),Accel Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Map Compensation - Fuel (%),Digital Input Compensation - Fuel (%),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,Oil Prsr,Shock FR,Shock RL,Steering,    an#8,WhSpd FR,WhSpd FL,WhSpd RR,WhSpd RL,Measured Lambda #1,Measured #1-Target (Lambda),Analog #1 (volts),Analog #2 (volts),Analog #3 (volts),Analog #4 (volts),Analog #5 (volts),Analog #6 (volts),Analog #7 (volts),Analog #8 (volts),
19.000,6571,75.4,165.4,1.1,9.02,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.75,2.95,4.58,1.60,2.09,0.0,0.0,37.1,0.0,0.00,-1.00,0.01,3.41,3.75,0.01,0.01,4.69,1.64,2.15,
19.101,7456,75.4,165.4,0.2,9.12,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.57,3.23,4.36,1.60,1.98,0.0,0.0,36.6,0.0,0.00,-1.00,0.01,3.44,4.10,0.01,0.01,4.46,1.64,2.02,
19.200,7675,75.4,165.4,1.9,8.85,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.07,3.10,4.13,1.65,1.92,0.0,0.0,36.5,0.0,0.00,-1.00,0.01,3.46,3.93,0.01,0.01,4.23,1.69,1.97,
19.300,8002,75.4,165.4,2.5,8.59,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.22,3.14,4.15,1.65,1.77,0.0,0.0,36.6,0.0,0.00,-1.00,0.01,3.51,3.99,0.01,0.01,4.25,1.69,1.82,
19.401,7985,75.4,165.4,3.1,8.31,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.84,3.12,4.10,1.66,1.81,0.0,0.0,36.2,0.0,0.00,-1.00,0.01,3.49,3.96,0.01,0.01,4.20,1.70,1.85,
19.501,7696,75.4,165.4,1.1,8.23,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.75,3.12,4.04,1.64,1.79,0.0,0.0,36.2,0.0,0.00,-1.00,0.01,3.45,3.96,0.01,0.01,4.14,1.68,1.83,
19.600,7506,75.4,165.4,0.0,8.36,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.50,3.11,3.80,1.66,2.00,0.0,0.0,36.0,0.0,0.00,-1.00,0.01,3.44,3.95,0.01,0.01,3.89,1.70,2.05,
19.700,7697,75.4,165.4,1.1,8.44,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.42,3.01,4.34,1.62,1.81,0.0,0.0,35.5,0.0,0.00,-1.00,0.01,3.44,3.82,0.01,0.01,4.44,1.66,1.86,
19.801,7546,75.4,165.4,0.0,8.48,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.59,3.13,4.21,1.65,1.98,0.0,0.0,35.7,0.0,0.00,-1.00,0.01,3.40,3.97,0.01,0.01,4.31,1.69,2.03,
19.900,7182,75.4,165.4,0.0,8.40,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.42,3.12,4.23,1.64,1.99,0.0,0.0,35.1,0.0,0.00,-1.00,0.01,3.44,3.96,0.01,0.01,4.33,1.68,2.04,
20.000,6250,75.4,165.4,3.2,9.07,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,70.34,3.02,4.49,1.65,2.10,0.0,0.0,34.8,0.0,0.00,-1.00,0.01,3.31,3.84,0.01,0.01,4.60,1.69,2.15,
20.100,6302,75.4,165.4,3.5,9.90,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,69.17,3.10,4.51,1.64,1.94,0.0,0.0,34.9,0.0,0.00,-1.00,0.01,3.27,3.94,0.01,0.01,4.62,1.68,1.99,
20.200,6695,75.4,165.4,1.2,9.93,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,71.65,3.04,4.34,1.65,2.04,0.0,0.0,34.2,0.0,0.00,-1.00,0.01,3.37,3.86,0.01,0.01,4.45,1.69,2.09,
20.300,6776,75.4,165.4,0.9,9.55,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.75,3.10,4.33,1.65,2.06,0.0,0.0,34.5,0.0,0.00,-1.00,0.01,3.41,3.93,0.01,0.01,4.44,1.69,2.11,
20.400,6219,75.4,165.4,3.9,9.92,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,70.22,3.10,4.48,1.65,1.99,0.0,0.0,34.3,0.0,0.00,-1.00,0.01,3.31,3.94,0.01,0.01,4.59,1.69,2.04,
20.500,6678,75.4,165.4,1.5,9.93,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.32,3.12,4.52,1.64,2.04,0.0,0.0,34.0,0.0,0.00,-1.00,0.01,3.35,3.96,0.01,0.01,4.63,1.68,2.09,
20.600,5994,75.4,165.4,2.1,10.08,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,69.72,3.10,4.48,1.65,2.00,0.0,0.0,34.0,0.0,0.00,-1.00,0.01,3.29,3.93,0.01,0.01,4.59,1.69,2.04,
20.700,6468,75.4,165.4,0.8,10.29,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,71.65,3.04,4.35,1.65,2.09,0.0,0.0,33.7,0.0,0.00,-1.00,0.01,3.37,3.86,0.01,0.01,4.45,1.69,2.15,
20.800,5960,75.4,165.4,2.3,10.35,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,67.80,2.96,4.56,1.64,2.10,0.0,0.0,33.5,0.0,0.00,-1.00,0.01,3.21,3.76,0.01,0.01,4.67,1.68,2.15,
20.900,6610,75.4,165.4,0.0,10.31,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,70.88,3.09,4.41,1.65,2.06,0.0,0.0,33.2,0.0,0.00,-1.00,0.01,3.34,3.92,0.01,0.01,4.52,1.69,2.11,
21.000,5905,75.4,165.4,1.9,10.24,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,68.72,3.11,4.59,1.65,2.10,0.0,0.0,33.0,0.0,0.00,-1.00,0.01,3.25,3.94,0.01,0.01,4.70,1.69,2.15,
21.100,5765,75.4,165.4,0.0,10.95,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,63.09,3.01,4.64,1.65,2.05,0.0,0.0,33.1,0.0,0.00,-1.00,0.01,3.02,3.82,0.01,0.01,4.75,1.69,2.10,
21.200,5403,75.4,165.4,0.0,10.87,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,63.77,3.08,4.71,1.65,2.09,0.0,0.0,32.8,0.0,0.00,-1.00,0.01,3.05,3.92,0.01,0.01,4.83,1.69,2.14,
21.300,4659,75.4,165.4,0.0,11.59,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,51.77,3.14,4.64,1.65,2.08,0.0,0.0,32.6,0.0,0.00,-1.00,0.01,2.57,3.99,0.01,0.01,4.75,1.69,2.13,
21.400,3927,75.4,165.4,6.0,12.07,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,40.67,3.10,4.70,1.65,2.14,0.0,0.0,32.2,0.0,0.00,-1.00,0.01,2.13,3.94,0.01,0.01,4.81,1.69,2.19,
21.500,3353,75.4,165.4,6.3,12.69,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,31.07,2.88,4.76,1.65,2.14,0.0,0.0,32.1,0.0,0.00,-1.00,0.01,1.74,3.66,0.01,0.01,4.87,1.69,2.19,
21.600,3954,75.4,165.4,7.0,12.76,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,37.42,3.09,4.58,1.65,2.14,0.0,0.0,31.8,0.0,0.00,-1.00,0.01,2.00,3.92,0.01,0.01,4.69,1.69,2.19,
21.700,4713,75.4,165.4,7.7,12.75,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,48.05,3.07,4.63,1.66,2.04,0.0,0.0,31.9,0.0,0.00,-1.00,0.01,2.42,3.89,0.01,0.01,4.74,1.70,2.09,
21.800,5196,75.4,165.4,5.9,12.39,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,56.00,3.12,4.39,1.65,1.92,0.0,0.0,31.4,0.0,0.00,-1.00,0.01,2.74,3.96,0.01,0.01,4.49,1.69,1.97,
21.900,6155,75.4,163.7,0.0,11.73,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,67.09,3.04,4.55,1.64,1.95,0.0,0.0,31.1,0.0,0.00,-1.00,0.01,3.18,3.86,0.01,0.01,4.66,1.68,2.00,
22.000,5683,75.4,163.6,0.0,11.01,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,66.72,3.07,4.56,1.66,2.06,0.0,0.0,31.0,0.0,0.00,-1.00,0.01,3.17,3.90,0.01,0.01,4.67,1.70,2.11,
22.100,4969,75.4,163.7,0.0,11.41,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,55.42,3.12,4.65,1.66,1.98,0.0,0.0,30.9,0.0,0.00,-1.00,0.01,2.72,3.96,0.01,0.01,4.76,1.70,2.02,
22.200,4207,77.2,163.8,5.8,11.97,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,45.15,3.08,4.77,1.64,2.13,0.0,0.0,30.6,0.0,0.00,-1.00,0.01,2.31,3.91,0.01,0.01,4.88,1.68,2.19,
22.300,3565,77.2,163.6,8.6,12.41,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,35.42,3.10,4.70,1.66,2.14,0.0,0.0,30.6,0.0,0.00,-1.00,0.01,1.92,3.94,0.01,0.01,4.82,1.70,2.19,
22.400,3997,77.2,163.6,7.4,12.67,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,39.38,3.13,4.67,1.65,2.11,0.0,0.0,30.5,0.0,0.00,-1.00,0.01,2.08,3.97,0.01,0.01,4.78,1.69,2.16,
22.500,4670,77.2,163.6,8.2,12.73,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,47.80,3.03,4.52,1.65,2.08,0.0,0.0,29.9,0.0,0.00,-1.00,0.01,2.41,3.84,0.01,0.01,4.63,1.69,2.13,
22.600,5264,77.2,163.6,4.9,12.39,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,56.50,2.91,4.51,1.65,2.11,0.0,0.0,30.0,0.0,0.00,-1.00,0.01,2.76,3.70,0.01,0.01,4.62,1.69,2.16,
22.700,6106,77.2,163.6,0.0,11.58,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.27,3.04,4.34,1.66,2.06,0.0,0.0,29.1,0.0,0.00,-1.00,0.01,3.23,3.86,0.01,0.01,4.45,1.70,2.11,
22.800,5440,77.2,163.6,0.0,11.08,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,63.17,3.16,4.58,1.65,2.12,0.0,0.0,29.6,0.0,0.00,-1.00,0.01,3.03,4.01,0.01,0.01,4.69,1.69,2.17,
22.900,4687,77.2,163.6,0.3,11.63,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,52.65,3.08,4.28,1.62,2.07,0.0,0.0,29.3,0.0,0.00,-1.00,0.01,2.61,3.91,0.01,0.01,4.39,1.65,2.12,
23.000,3979,77.2,163.6,8.2,12.08,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,42.55,3.00,4.60,1.62,2.14,0.0,0.0,29.2,0.0,0.00,-1.00,0.01,2.20,3.80,0.01,0.01,4.71,1.66,2.19,
23.100,3912,77.2,163.6,0.0,12.92,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,38.57,3.04,4.47,1.63,2.14,0.0,0.0,29.0,0.0,0.00,-1.00,0.01,2.04,3.86,0.01,0.01,4.58,1.67,2.19,
23.200,4288,77.2,163.6,28.6,13.96,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,43.02,3.14,4.78,1.64,2.14,0.0,0.0,26.8,0.0,0.00,-1.00,0.01,2.22,3.98,0.01,0.01,4.89,1.68,2.19,
23.300,5421,77.2,163.6,62.4,14.10,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,58.84,3.15,4.74,1.62,2.12,0.0,0.0,22.8,0.0,0.00,-1.00,0.01,2.85,4.00,0.01,0.01,4.85,1.65,2.17,
23.400,7907,77.2,163.6,90.7,13.91,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.05,3.10,4.44,1.62,1.92,0.0,0.0,26.6,0.0,0.00,-1.00,0.01,3.46,3.93,0.01,0.01,4.55,1.66,1.97,
23.501,8709,77.2,163.6,0.0,13.36,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.59,3.12,4.53,1.65,2.09,0.0,0.0,30.4,0.0,0.00,-1.00,0.01,3.52,3.95,0.01,0.01,4.64,1.69,2.15,
23.600,6732,77.2,163.6,0.0,10.64,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.42,3.02,4.54,1.65,2.08,0.0,0.0,28.2,0.0,0.00,-1.00,0.01,3.44,3.84,0.01,0.01,4.65,1.69,2.13,
23.700,7063,77.2,163.6,0.0,10.37,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.52,3.17,4.58,1.64,2.00,0.0,0.0,24.5,0.0,0.00,-1.00,0.01,3.44,4.03,0.01,0.01,4.70,1.68,2.04,
23.800,7251,77.2,163.6,39.7,12.21,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.52,3.16,4.30,1.65,2.02,0.0,0.0,27.6,0.0,0.00,-1.00,0.01,3.40,4.01,0.01,0.01,4.40,1.69,2.07,
23.900,8281,77.2,163.6,64.7,13.43,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.72,2.94,4.15,1.63,1.80,0.0,0.0,26.8,0.0,0.00,-1.00,0.01,3.41,3.73,0.01,0.01,4.25,1.67,1.85,
24.000,8228,77.2,163.6,67.4,13.21,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.70,3.09,4.59,1.61,2.06,0.0,0.0,30.8,0.0,0.00,-1.00,0.01,3.41,3.92,0.01,0.01,4.70,1.65,2.11,
24.100,7785,77.2,163.6,66.4,13.36,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.15,3.10,4.36,1.62,1.92,0.0,0.0,29.3,0.0,0.00,-1.00,0.01,3.43,3.93,0.01,0.01,4.46,1.66,1.97,
24.200,8344,77.2,163.6,68.0,13.39,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.70,3.13,4.06,1.64,1.97,0.0,0.0,31.0,0.0,0.00,-1.00,0.01,3.45,3.97,0.01,0.01,4.16,1.68,2.02,
24.300,8373,77.2,163.6,63.1,13.52,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,74.88,3.07,4.29,1.67,2.01,0.0,0.0,31.4,0.0,0.00,-1.00,0.01,3.50,3.89,0.01,0.01,4.39,1.71,2.06,
24.400,8792,77.2,163.6,82.8,13.57,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.47,3.06,4.50,1.66,1.99,0.0,0.0,33.0,0.0,0.00,-1.00,0.01,3.52,3.88,0.01,0.01,4.61,1.70,2.04,
24.500,8895,77.2,163.6,98.7,13.48,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.75,3.08,4.48,1.68,2.03,0.0,0.0,33.4,0.0,0.00,-1.00,0.01,3.53,3.91,0.01,0.01,4.58,1.72,2.08,
24.600,9215,77.2,163.6,99.8,13.50,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.75,3.07,4.02,1.68,1.99,0.0,0.0,34.4,0.0,0.00,-1.00,0.01,3.53,3.90,0.01,0.01,4.12,1.72,2.04,
24.701,9463,77.2,163.6,100.0,13.39,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.20,3.08,4.06,1.69,1.97,0.0,0.0,35.6,0.0,0.00,-1.00,0.01,3.51,3.91,0.01,0.01,4.16,1.73,2.01,
24.801,9548,77.2,163.6,100.0,13.55,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.40,3.05,3.99,1.66,1.98,0.0,0.0,36.0,0.0,0.00,-1.00,0.01,3.52,3.88,0.01,0.01,4.08,1.70,2.03,
24.900,9864,77.2,163.6,0.0,13.17,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.52,3.12,3.99,1.66,1.92,0.0,0.0,36.8,0.0,0.00,-1.00,0.01,3.52,3.96,0.01,0.01,4.09,1.70,1.96,
25.000,9264,77.2,163.6,0.0,9.90,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.90,3.08,4.19,1.68,1.97,0.0,0.0,36.0,0.0,0.00,-1.00,0.01,3.54,3.91,0.01,0.01,4.29,1.72,2.01,
25.100,9146,77.2,163.6,1.3,8.57,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.09,3.13,4.54,1.66,1.95,0.0,0.0,35.5,0.0,0.00,-1.00,0.01,3.58,3.97,0.01,0.01,4.65,1.70,1.99,
25.201,9759,77.2,163.6,0.0,7.73,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.34,3.13,4.23,1.65,1.95,0.0,0.0,35.3,0.0,0.00,-1.00,0.01,3.59,3.98,0.01,0.01,4.33,1.69,2.00,
25.300,9357,77.2,163.6,0.0,7.41,12.20,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.47,3.09,4.26,1.64,1.91,0.0,0.0,35.3,0.0,0.00,-1.00,0.01,3.56,3.93,0.01,0.01,4.37,1.68,1.96,
25.400,8458,77.2,163.6,0.0,7.21,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.20,2.91,4.50,1.63,1.95,0.0,0.0,33.2,0.0,0.00,-1.00,0.01,3.51,3.69,0.01,0.01,4.61,1.67,1.99,
25.500,8880,77.2,163.6,0.0,7.09,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.22,3.21,4.57,1.61,1.98,0.0,0.0,33.1,0.0,0.00,-1.00,0.01,3.55,4.08,0.01,0.01,4.68,1.65,2.02,
25.600,8724,77.2,163.6,0.0,7.08,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.38,3.14,4.57,1.65,1.93,0.0,0.0,32.6,0.0,0.00,-1.00,0.01,3.52,3.99,0.01,0.01,4.68,1.69,1.97,
25.700,8415,77.2,163.6,0.0,7.21,12.40,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.84,3.12,4.55,1.66,1.87,0.0,0.0,32.0,0.0,0.00,-1.00,0.01,3.45,3.96,0.01,0.01,4.66,1.70,1.92,
25.800,8331,77.2,163.6,0.0,7.28,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.07,3.18,4.28,1.65,1.71,0.0,0.0,31.1,0.0,0.00,-1.00,0.01,3.46,4.03,0.01,0.01,4.39,1.69,1.75,
25.901,8172,77.2,163.6,0.0,7.46,12.30,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.05,3.16,4.32,1.65,1.81,0.0,0.0,30.6,0.0,0.00,-1.00,0.01,3.38,4.01,0.01,0.01,4.42,1.69,1.85,
26.000,7907,77.2,163.6,0.0,7.57,12.40,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.25,2.98,4.24,1.64,1.77,0.0,0.0,29.8,0.0,0.00,-1.00,0.01,3.39,3.79,0.01,0.01,4.34,1.68,1.81,
26.100,7807,77.2,163.6,0.0,7.75,12.40,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.55,3.16,4.25,1.65,1.85,0.0,0.0,29.1,0.0,0.00,-1.00,0.01,3.40,4.01,0.01,0.01,4.35,1.69,1.89,
26.200,7623,77.2,163.6,0.0,7.91,12.40,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.27,3.15,4.13,1.65,1.89,0.0,0.0,28.7,0.0,0.00,-1.00,0.01,3.23,3.99,0.01,0.01,4.22,1.69,1.94,
26.300,7400,77.2,163.6,50.3,11.51,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.25,3.14,4.20,1.63,1.96,0.0,0.0,27.8,0.0,0.00,-1.00,0.01,3.23,3.99,0.01,0.01,4.30,1.67,2.01,
26.400,7794,77.2,163.6,58.6,12.91,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,69.38,3.06,4.18,1.63,1.90,0.0,0.0,27.4,0.0,0.00,-1.00,0.01,3.28,3.89,0.01,0.01,4.28,1.67,1.94,
26.501,8180,77.2,163.6,60.5,13.11,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,68.92,3.12,4.24,1.62,1.95,0.0,0.0,30.6,0.0,0.00,-1.00,0.01,3.26,3.96,0.01,0.01,4.35,1.66,2.00,
26.600,7723,77.2,163.6,60.5,13.07,12.30,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,65.22,3.07,4.04,1.65,1.96,0.0,0.0,29.7,0.0,0.00,-1.00,0.01,3.11,3.90,0.01,0.01,4.14,1.69,2.01,
26.700,8175,77.2,163.6,57.7,13.14,12.20,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,72.32,3.05,4.00,1.65,2.04,0.0,0.0,30.1,0.0,0.00,-1.00,0.01,3.39,3.88,0.01,0.01,4.10,1.69,2.09,
26.800,8208,77.2,163.6,57.0,12.98,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,72.15,3.05,4.19,1.65,2.02,0.0,0.0,31.0,0.0,0.00,-1.00,0.01,3.39,3.87,0.01,0.01,4.29,1.69,2.07,
26.900,8705,77.2,163.6,58.2,12.80,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,73.47,3.09,4.45,1.67,1.96,0.0,0.0,32.0,0.0,0.00,-1.00,0.01,3.44,3.92,0.01,0.01,4.56,1.72,2.00,
27.003,8667,77.2,163.6,57.5,12.80,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,73.77,3.11,4.43,1.67,2.11,0.0,0.0,32.8,0.0,0.00,-1.00,0.01,3.45,3.94,0.01,0.01,4.53,1.71,2.16,
27.100,8983,77.2,163.6,57.9,12.67,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,75.00,3.05,4.49,1.65,1.97,0.0,0.0,34.0,0.0,0.00,-1.00,0.01,3.50,3.87,0.01,0.01,4.60,1.69,2.02,
27.200,9138,77.2,163.6,57.1,12.62,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.38,3.06,4.38,1.64,2.02,0.0,0.0,34.3,0.0,0.00,-1.00,0.01,3.48,3.89,0.01,0.01,4.49,1.68,2.07,
27.301,9299,77.2,163.6,57.7,12.61,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,74.52,3.07,4.13,1.66,1.97,0.0,0.0,34.8,0.0,0.00,-1.00,0.01,3.48,3.90,0.01,0.01,4.23,1.70,2.02,
27.400,9529,77.2,163.6,61.6,12.85,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.25,3.08,4.10,1.65,1.93,0.0,0.0,35.4,0.0,0.00,-1.00,0.01,3.51,3.90,0.01,0.01,4.19,1.69,1.98,
27.500,9669,77.2,163.6,51.9,13.24,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.77,3.09,4.04,1.67,1.88,0.0,0.0,36.3,0.0,0.00,-1.00,0.01,3.53,3.92,0.01,0.01,4.14,1.71,1.92,
27.600,9857,77.2,163.6,84.0,13.25,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.95,3.07,4.09,1.66,1.84,0.0,0.0,37.1,0.0,0.00,-1.00,0.01,3.54,3.90,0.01,0.01,4.19,1.70,1.89,
27.700,10064,77.2,163.6,86.4,13.30,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.70,3.09,4.01,1.66,1.85,0.0,0.0,37.7,0.0,0.00,-1.00,0.01,3.57,3.93,0.01,0.01,4.10,1.70,1.89,
27.800,10176,77.2,163.6,87.0,13.44,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,76.22,3.12,4.04,1.66,1.90,0.0,0.0,38.3,0.0,0.00,-1.00,0.01,3.55,3.95,0.01,0.01,4.13,1.70,1.94,
27.900,10217,77.2,163.6,39.3,13.32,12.00,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.84,3.09,3.83,1.64,1.86,0.0,0.0,38.6,0.0,0.00,-1.00,0.01,3.57,3.93,0.01,0.01,3.93,1.68,1.91,
28.000,10224,77.2,163.5,0.0,10.78,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,76.57,3.10,3.88,1.64,1.80,0.0,0.0,38.5,0.0,0.00,-1.00,0.01,3.56,3.94,0.01,0.01,3.98,1.68,1.84,
28.100,9968,77.2,163.6,4.3,8.56,12.00,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,76.97,3.12,4.25,1.65,1.91,0.0,0.0,38.0,0.0,0.00,-1.00,0.01,3.58,3.96,0.01,0.01,4.35,1.69,1.96,
28.200,9656,77.2,163.5,0.0,7.77,12.10,530.0,100.0,100.0,100.0,100.0,0,0,1,0,0,0,0,0,76.40,3.12,4.51,1.66,1.98,0.0,0.0,37.8,0.0,0.00,-1.00,0.01,3.56,3.96,0.01,0.01,4.62,1.70,2.03,
28.300,10013,77.2,163.6,0.0,7.53,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.52,3.03,4.23,1.63,1.90,0.0,0.0,37.2,0.0,0.00,-1.00,0.01,3.60,3.84,0.01,0.01,4.34,1.67,1.95,
28.400,9485,77.2,161.9,0.0,7.05,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,75.80,3.14,4.42,1.63,1.92,0.0,0.0,35.8,0.0,0.00,-1.00,0.01,3.53,3.99,0.01,0.01,4.53,1.67,1.97,
28.500,9475,77.2,163.5,0.0,6.85,12.10,530.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,0,0,77.30,3.25,4.38,1.64,1.92,0.0,0.0,35.9,0.0,0.00,-1.00,0.01,3.59,4.13,0.01,0.01,4.48,1.68,1.97,
